0 ;nan ;nan
10 ;0 ;0.3
20 ;0 ;0.35
30 ;0 ;0.333333
40 ;0 ;0.375
50 ;0 ;0.38
60 ;0 ;0.416667
70 ;0 ;0.414286
80 ;0 ;0.4
90 ;0 ;0.411111
100 ;0 ;0.42
110 ;0 ;0.445455
120 ;0.00833333 ;0.45
130 ;0.00769231 ;0.438462
140 ;0.00714286 ;0.435714
150 ;0.00666667 ;0.453333
160 ;0.0125 ;0.46875
170 ;0.0117647 ;0.470588
180 ;0.0111111 ;0.466667
190 ;0.0105263 ;0.452632
200 ;0.01 ;0.445
210 ;0.00952381 ;0.452381
220 ;0.00909091 ;0.445455
230 ;0.00869565 ;0.434783
240 ;0.00833333 ;0.441667
250 ;0.008 ;0.456
260 ;0.00769231 ;0.461538
270 ;0.00740741 ;0.462963
280 ;0.00714286 ;0.460714
290 ;0.00689655 ;0.451724
300 ;0.01 ;0.46
310 ;0.00967742 ;0.46129
320 ;0.0125 ;0.465625
330 ;0.0121212 ;0.466667
340 ;0.0117647 ;0.464706
350 ;0.0114286 ;0.462857
360 ;0.0111111 ;0.472222
370 ;0.0108108 ;0.472973
380 ;0.0105263 ;0.473684
390 ;0.0102564 ;0.479487
400 ;0.01 ;0.4775
410 ;0.0097561 ;0.473171
420 ;0.00952381 ;0.47381
430 ;0.00930233 ;0.474419
440 ;0.00909091 ;0.475
450 ;0.00888889 ;0.48
460 ;0.00869565 ;0.480435
470 ;0.00851064 ;0.478723
480 ;0.00833333 ;0.48125
490 ;0.00816326 ;0.485714
500 ;0.008 ;0.49
510 ;0.00784314 ;0.492157
520 ;0.00769231 ;0.498077
530 ;0.00754717 ;0.49434
540 ;0.00740741 ;0.494444
550 ;0.00727273 ;0.496364
560 ;0.00714286 ;0.501786
570 ;0.00701754 ;0.498246
580 ;0.00689655 ;0.494828
590 ;0.00677966 ;0.5
600 ;0.00666667 ;0.5
610 ;0.00655738 ;0.503279
620 ;0.00645161 ;0.508065
630 ;0.00634921 ;0.509524
640 ;0.00625 ;0.510938
650 ;0.00615385 ;0.510769
660 ;0.00757576 ;0.510606
670 ;0.00746269 ;0.514925
680 ;0.00735294 ;0.519118
690 ;0.00724638 ;0.518841
700 ;0.00714286 ;0.517143
710 ;0.00704225 ;0.516901
720 ;0.00694444 ;0.515278
730 ;0.00684932 ;0.516438
740 ;0.00675676 ;0.512162
750 ;0.00666667 ;0.514667
760 ;0.00657895 ;0.513158
770 ;0.00649351 ;0.51039
780 ;0.00641026 ;0.508974
790 ;0.00632911 ;0.508861
800 ;0.00625 ;0.505
810 ;0.00740741 ;0.503704
820 ;0.00731707 ;0.502439
830 ;0.00722892 ;0.50241
840 ;0.00714286 ;0.50119
850 ;0.00705882 ;0.498824
860 ;0.00697674 ;0.498837
870 ;0.00689655 ;0.5
880 ;0.00681818 ;0.501136
890 ;0.00674157 ;0.502247
900 ;0.00666667 ;0.503333
910 ;0.00659341 ;0.501099
920 ;0.00652174 ;0.501087
930 ;0.00645161 ;0.5
940 ;0.00638298 ;0.5
950 ;0.00631579 ;0.501053
960 ;0.00625 ;0.502083
970 ;0.00618557 ;0.504124
980 ;0.00612245 ;0.505102
990 ;0.00606061 ;0.50505
1000 ;0.006 ;0.504
1010 ;0.00594059 ;0.504951
1020 ;0.00588235 ;0.505882
1030 ;0.00582524 ;0.508738
1040 ;0.00576923 ;0.507692
1050 ;0.00571429 ;0.504762
1060 ;0.00566038 ;0.504717
1070 ;0.00560748 ;0.502804
1080 ;0.00555556 ;0.502778
1090 ;0.00550459 ;0.504587
1100 ;0.00545455 ;0.502727
1110 ;0.00540541 ;0.500901
1120 ;0.00535714 ;0.5
1130 ;0.00530973 ;0.499115
1140 ;0.00701754 ;0.498246
1150 ;0.00695652 ;0.498261
1160 ;0.00689655 ;0.49569
1170 ;0.00683761 ;0.495726
1180 ;0.00677966 ;0.49661
1190 ;0.00756303 ;0.495798
1200 ;0.0075 ;0.4975
1210 ;0.00826446 ;0.499174
1220 ;0.00819672 ;0.50082
1230 ;0.00813008 ;0.500813
1240 ;0.00806452 ;0.5
1250 ;0.008 ;0.5008
1260 ;0.00793651 ;0.5
1270 ;0.00787402 ;0.501575
1280 ;0.0078125 ;0.502344
